pid,volume,image_number,head,entry,topic,first_letter,xref,see,page,add,type,index,item,unparsed,line,selection,full_image,annotation_uri,order,thumbnail,full,label
index_4355,Volume 3,50,unalterable,<a href='/New_Beehive/toc_vol2/toc2_141/'>620 [Despair]</a>,,U/V,,,,,,,#item-1098667dc,,Head: unalterable|Entry: 620 [Despair]|#item-1098667dc,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/468,796,588,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560871986617,4355,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/468,796,588,107/full/0/default.jpg",unalterable
index_4356,Volume 3,50,unanimity,<a href='/New_Beehive/alpha5/alpha_0989/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_093/'>312 [unanimity]</a>|<a href='/New_Beehive/toc_vol2/toc2_179/'>962 [Unanimity]</a>|<a href='/New_Beehive/toc_vol2/toc2_308/'>1569 [Unity]</a>,,U/V,,,,,,,#item-c75dc8171,,Head: unanimity|Entry: a|Entry: 312 [unanimity]|Entry: 962 [Unanimity]|Entry: 1569 [Unity]|#item-c75dc8171,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/477,915,724,157/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872135003,4356,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/477,915,724,157/full/0/default.jpg",unanimity
index_4357,Volume 3,50,unarmed,<a href='/New_Beehive/toc_vol2/toc2_343/'>1775 [Unarmed]</a>,,U/V,,,,,,,#item-9fce19fd1,,Head: unarmed|Entry: 1775 [Unarmed]|#item-9fce19fd1,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/439,1013,532,82/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872182365,4357,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/439,1013,532,82/full/0/default.jpg",unarmed
index_4358,Volume 3,50,unawares,<a href='/New_Beehive/toc_vol2/toc2_156/'>703 [Unawares]</a>|<a href='/New_Beehive/toc_vol2/toc2_350/'>1831 [Unawares]</a>,,U/V,,,,,,,#item-e3161b2bc,,Head: unawares|Entry: 703 [Unawares]|Entry: 1831 [Unawares]|#item-e3161b2bc,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/478,1086,633,99/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872274771,4358,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/478,1086,633,99/full/0/default.jpg",unawares
index_4359,Volume 3,50,unbecoming,<a href='/New_Beehive/toc_vol2/toc2_157/'>709 [Unseemly]</a>,,U/V,,,,,,,#item-d53c62a92,,Head: unbecoming|Entry: 709 [Unseemly]|#item-d53c62a92,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/469,1195,578,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872306052,4359,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/469,1195,578,149/full/0/default.jpg",unbecoming
index_4360,Volume 3,50,unbelief,<a href='/New_Beehive/alpha5/alpha_0990/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_372/'>2070 [Unbelief]</a>,,U/V,,,,,,,#item-0e15ccd27,,Head: unbelief|Entry: a|Entry: 2070 [Unbelief]|#item-0e15ccd27,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/468,1321,609,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872390862,4360,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/468,1321,609,152/full/0/default.jpg",unbelief
index_4361,Volume 3,50,uncertain,<a href='/New_Beehive/toc_vol2/toc2_171/'>918 [Doubtful]</a>|<a href='/New_Beehive/toc_vol2/toc2_372/'>2061 [Doubt]</a>,,U/V,,<a href='/New_Beehive/index1/index_1136/'>doubt</a>,,,,,#item-c6bfce10c,,Head: uncertain|See: doubt|Entry: a|Entry: 918 [Doubtful]|Entry: 2061 [Doubt]|#item-c6bfce10c,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/461,1473,672,150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872515845,4361,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/461,1473,672,150/full/0/default.jpg",uncertain
index_4362,Volume 3,50,unchangeable,,,U/V,,unalt.,,,,,#item-edf576c4c,,Head: unchangeable|See: unalt.|#item-edf576c4c,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/483,1595,685,161/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872545875,4362,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/483,1595,685,161/full/0/default.jpg",unchangeable
index_4363,Volume 3,50,uncharitableness,<a href='/New_Beehive/toc_vol2/toc2_066/'>97 [Uncharitable]</a>,,U/V,,,,,,,#item-00a6f1098,,Head: uncharitableness|Entry: 97 [Uncharitable]|#item-00a6f1098,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/452,1764,667,157/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872616116,4363,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/452,1764,667,157/full/0/default.jpg",uncharitableness
index_4364,Volume 3,50,unclean,<a href='/New_Beehive/toc_vol2/toc2_354/'>1916 [Unclean]</a>,,U/V,,,,dirt,,,#item-ab4fb4b56,,Head: unclean|Entry: 1916 [Unclean]|Add: dirt|#item-ab4fb4b56,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/441,1908,514,155/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872680405,4364,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/441,1908,514,155/full/0/default.jpg",unclean
index_4365,Volume 3,50,to uncloath,<a href='/New_Beehive/toc_vol2/toc2_372/'>2062 [To uncloath]</a>,,U/V,,,,,,,#item-c2df1ceed,,Head: to uncloath|Entry: 2062 [To uncloath]|#item-c2df1ceed,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/434,2025,583,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872737067,4365,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/434,2025,583,110/full/0/default.jpg",to uncloath
index_4366,Volume 3,50,unconcerned,792 [PAGE_MISSING],,U/V,,,,,,,#item-5a66d6d30,,Head: unconcerned|Entry: 792 [PAGE_MISSING]|#item-5a66d6d30,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/438,2091,557,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872765723,4366,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/438,2091,557,125/full/0/default.jpg",unconcerned
index_4367,Volume 3,50,uncredible,<a href='/New_Beehive/toc_vol2/toc2_084/'>246 [Probability]</a>,,U/V,,,,,,,#item-255507723,,Head: uncredible|Entry: 246 [Probability]|#item-255507723,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/434,2198,497,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872820013,4367,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/434,2198,497,120/full/0/default.jpg",uncredible
index_4368,Volume 3,50,unction,<a href='/New_Beehive/alpha5/alpha_0991/'>a</a>,,U/V,,,,last,,,#item-195a16c85,,Head: unction|Entry: a|Add: last|#item-195a16c85,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/413,2343,422,170/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872880550,4368,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/413,2343,422,170/full/0/default.jpg",unction
index_4369,Volume 3,50,undeniable,<a href='/New_Beehive/toc_vol2/toc2_089/'>284 [To own]</a>,,U/V,,,,,,,#item-df7371d95,,Head: undeniable|Entry: 284 [To own]|#item-df7371d95,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/418,2492,514,91/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560872982448,4369,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/418,2492,514,91/full/0/default.jpg",undeniable
index_4370,Volume 3,50,undermost,<a href='/New_Beehive/toc_vol2/toc2_082/'>231 [Low]</a>,,U/V,,,,,,,#item-e25b559b7,,Head: undermost|Entry: 231 [Low]|#item-e25b559b7,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/408,2566,526,83/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873335625,4370,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/408,2566,526,83/full/0/default.jpg",undermost
index_4371,Volume 3,50,to undeceive,<a href='/New_Beehive/toc_vol2/toc2_247/'>1269 [Entangle & disentangle]</a>,,U/V,,,,,,,#item-e0d1f2810,,Head: to undeceive|Entry: 1269 [Entangle & disentangle]|#item-e0d1f2810,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/432,2636,625,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873428314,4371,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/432,2636,625,125/full/0/default.jpg",to undeceive
index_4372,Volume 3,50,understanding,<a href='/New_Beehive/alpha5/alpha_0992/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_333/'>1693 [Understanding]</a>,,U/V,,,,,,,#item-1e8ebe396,,Head: understanding|Entry: a|Entry: 1693 [Understanding]|#item-1e8ebe396,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/417,2699,694,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873513887,4372,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/417,2699,694,135/full/0/default.jpg",understanding
index_4373,Volume 3,50,to undertake,<a href='/New_Beehive/toc_vol2/toc2_139/'>608 [Undertaking]</a>,,U/V,,,,,,,#item-7081f3526,,Head: to undertake|Entry: 608 [Undertaking]|#item-7081f3526,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/409,2811,618,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873571427,4373,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/409,2811,618,127/full/0/default.jpg",to undertake
index_4374,Volume 3,50,to undervalue,<a href='/New_Beehive/toc_vol2/toc2_087/'>269 [Contempt]</a>,,U/V,,,,,,,#item-fe83e1671,,Head: to undervalue|Entry: 269 [Contempt]|#item-fe83e1671,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/407,2960,659,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873648440,4374,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/407,2960,659,148/full/0/default.jpg",to undervalue
index_4375,Volume 3,50,to undo,754 [PAGE_MISSING],,U/V,,,,,,,#item-391f8d059,,Head: to undo|Entry: 754 [PAGE_MISSING]|#item-391f8d059,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/420,3082,471,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873757911,4375,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/420,3082,471,121/full/0/default.jpg",to undo
index_4376,Volume 3,50,undone,<a href='/New_Beehive/toc_vol2/toc2_141/'>620 [Despair]</a>|<a href='/New_Beehive/toc_vol2/toc2_332/'>1689 [Despair]</a>,,U/V,,,,,,,#item-2e0bdd35a,,Head: undone|Entry: 620 [Despair]|Entry: 1689 [Despair]|#item-2e0bdd35a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/427,3225,621,144/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873886916,4376,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/427,3225,621,144/full/0/default.jpg",undone
index_4377,Volume 3,50,uneasy,,,U/V,,<a href='/New_Beehive/index5/index_4502/'>weary</a>,,,,,#item-79c2d4bc9,,Head: uneasy|See: weary|#item-79c2d4bc9,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/431,3305,560,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873918172,4377,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/431,3305,560,141/full/0/default.jpg",uneasy
index_4378,Volume 3,50,unfaithful,,,U/V,,<a href='/New_Beehive/index3/index_2033/'>infidelity</a>,,,,,#item-8c2c95ecb,,Head: unfaithful|See: infidelity|#item-8c2c95ecb,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/424,3376,773,165/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560873940995,4378,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/424,3376,773,165/full/0/default.jpg",unfaithful
index_4379,Volume 3,50,unfit,<a href='/New_Beehive/toc_vol2/toc2_154/'>694 [Fitness]</a>|<a href='/New_Beehive/toc_vol2/toc2_394/'>2251 [Unfit]</a>,,U/V,,,,,,,#item-95d933fbf,,Head: unfit|Entry: 694 [Fitness]|Entry: 2251 [Unfit]|#item-95d933fbf,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/420,3526,570,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560874053257,4379,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/420,3526,570,143/full/0/default.jpg",unfit
index_4380,Volume 3,50,unfledge,<a href='/New_Beehive/toc_vol2/toc2_173/'>929 [Unripe]</a>,,U/V,,,,,,,#item-f17220a99,,Head: unfledge|Entry: 929 [Unripe]|#item-f17220a99,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1137,244,489,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878079080,4380,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1137,244,489,143/full/0/default.jpg",unfledge
index_4381,Volume 3,50,unfruitful,<a href='/New_Beehive/alpha5/alpha_0993/'>a</a>,,U/V,,,,,,,#item-eb1227b48,,Head: unfruitful|Entry: a|#item-eb1227b48,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1132,377,515,129/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878093335,4381,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1132,377,515,129/full/0/default.jpg",unfruitful
index_4382,Volume 3,50,ungodly,,,U/V,,wicked,,,,,#item-0e0c13b7b,,Head: ungodly|See: wicked|#item-0e0c13b7b,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1142,496,577,173/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878120588,4382,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1142,496,577,173/full/0/default.jpg",ungodly
index_4383,Volume 3,50,unhappy,<a href='/New_Beehive/toc_vol2/toc2_159/'>716 [Unhappiness]</a>,,U/V,,,,,,,#item-7449cc3fa,,Head: unhappy|Entry: 716 [Unhappiness]|#item-7449cc3fa,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1124,663,456,139/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878168027,4383,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1124,663,456,139/full/0/default.jpg",unhappy
index_4384,Volume 3,50,unheard of,<a href='/New_Beehive/toc_vol2/toc2_257/'>1318 [Unheard of]</a>,,U/V,,,,,,,#item-ec04b957c,,Head: unheard of|Entry: 1318 [Unheard of]|#item-ec04b957c,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1144,785,506,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878219886,4384,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1144,785,506,138/full/0/default.jpg",unheard of
index_4385,Volume 3,50,unicorn,<a href='/New_Beehive/toc_vol2/toc2_300/'>1530 [Unicorn]</a>,,U/V,,,,,,,#item-ea4103f87,,Head: unicorn|Entry: 1530 [Unicorn]|#item-ea4103f87,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1185,868,480,76/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878469799,4385,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1185,868,480,76/full/0/default.jpg",unicorn
index_4386,Volume 3,50,Uniformity,<a href='/New_Beehive/toc_vol2/toc2_119/'>492 [forced Uniformity]</a>|<a href='/New_Beehive/toc_vol2/toc2_417/'>2413 [forced Uniformity]</a>,,U/V,,,,,,,#item-f6430c683,,Head: Uniformity|Entry: 492 [forced Uniformity]|Entry: 2413 [forced Uniformity]|#item-f6430c683,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1135,911,689,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560878643251,4386,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1135,911,689,138/full/0/default.jpg",Uniformity
index_4387,Volume 3,50,union with God,<a href='/New_Beehive/toc_vol2/toc2_060/'>36 [God with & in men]</a>|<a href='/New_Beehive/toc_vol2/toc2_175/'>937 [Union with God]</a>|<a href='/New_Beehive/toc_vol2/toc2_368/'>2026 [Conformity]</a>|<a href='/New_Beehive/toc_vol2/toc2_413/'>2389 [Union with God]</a>,,U/V,,,,,,,#item-0bbb4ee95,,Head: union with God|Entry: 36 [God with & in men]|Entry: 937 [Union with God]|Entry: 2026 [Conformity]|Entry: 2389 [Union with God]|#item-0bbb4ee95,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1147,1037,696,176/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560879359612,4387,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1147,1037,696,176/full/0/default.jpg",union with God
index_4388,Volume 3,50,union of friends,<a href='/New_Beehive/toc_vol2/toc2_253/'>1300 [Union of Friends]</a>,,U/V,,,,,,,#item-9f9830f71,,Head: union of friends|Entry: 1300 [Union of Friends]|#item-9f9830f71,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1126,1152,555,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560879404790,4388,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1126,1152,555,124/full/0/default.jpg",union of friends
index_4389,Volume 3,50,unity,837 [PAGE_MISSING]|<a href='/New_Beehive/toc_vol2/toc2_318/'>1617 [Unity]</a>,,U/V,,,,,,,#item-44c2ca51a,,Head: unity|Entry: 837 [PAGE_MISSING]|Entry: 1617 [Unity]|#item-44c2ca51a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1137,1283,468,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560879462769,4389,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1137,1283,468,124/full/0/default.jpg",unity
index_4390,Volume 3,50,unison,<a href='/New_Beehive/toc_vol2/toc2_308/'>1569 [Unity]</a>,,U/V,,,,,,,#item-578ffa3a4,,Head: unison|Entry: 1569 [Unity]|#item-578ffa3a4,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1132,1394,389,113/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560879511503,4390,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1132,1394,389,113/full/0/default.jpg",unison
index_4391,Volume 3,50,universal Grace,<a href='/New_Beehive/toc_vol2/toc2_082/'>231 [Universal grace]</a>,,U/V,,,,,,,#item-0215ff88b,,Head: universal Grace|Entry: 231 [Universal grace]|#item-0215ff88b,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1127,1518,667,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560879570675,4391,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1127,1518,667,134/full/0/default.jpg",universal Grace
index_4392,Volume 3,50,universal Church,,,U/V,,,,,,,#item-aa7ee6dfd,,Head: universal Church|#item-aa7ee6dfd,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1110,1648,376,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560881285539,4392,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0993/1110,1648,376,123/full/0/default.jpg",universal Church
